,Entity,Year,Country code,Health Expenditure per capita (WDI),Life Expectancy (at birth) World Bank data,DollarValueOfLife
42,Afghanistan,2002,AFG,77.56287367,55.67187805,1.39321460649
43,Afghanistan,2003,AFG,91.86710113,56.10756098,1.63733905957
44,Afghanistan,2004,AFG,90.12334463,56.56973171,1.59313721147
45,Afghanistan,2005,AFG,94.0450155,57.05843902,1.64822271894
46,Afghanistan,2006,AFG,98.52758427,57.57065854,1.71142013603
47,Afghanistan,2007,AFG,109.0147975,58.09136585,1.87660930166
48,Afghanistan,2008,AFG,126.2195502,58.60709756,2.15365639069
49,Afghanistan,2009,AFG,130.8972801,59.11234146,2.21438158034
50,Afghanistan,2010,AFG,138.9132558,59.60009756,2.33075551026
51,Afghanistan,2011,AFG,144.2951939,60.06536585,2.40230275564
52,Afghanistan,2012,AFG,159.0973587,60.50912195,2.62931197104
53,Afghanistan,2013,AFG,161.2170073,60.93141463,2.6458766513
89,Albania,1995,ALB,263.6915463,72.23602439,3.65041609816
90,Albania,1996,ALB,228.958674,72.52741463,3.15685696461
91,Albania,1997,ALB,213.5747704,72.89809756,2.9297715242
92,Albania,1998,ALB,223.6162266,73.32658537,3.04959279737
93,Albania,1999,ALB,247.5756772,73.79339024,3.35498445585
94,Albania,2000,ALB,248.4406893,74.27207317,3.34500813962
95,Albania,2001,ALB,262.2988864,74.73421951,3.50975614812
96,Albania,2002,ALB,298.087612,75.15795122,3.96614871961
97,Albania,2003,ALB,313.0527795,75.52936585,4.14478231052
98,Albania,2004,ALB,349.3376212,75.839,4.60630574243
99,Albania,2005,ALB,366.8307252,76.08939024,4.82104961077
100,Albania,2006,ALB,396.275366,76.29053659,5.19429255203
101,Albania,2007,ALB,438.2417653,76.46485366,5.73128364632
102,Albania,2008,ALB,480.5710063,76.63231707,6.27112717812
103,Albania,2009,ALB,504.6795201,76.80187805,6.57118722763
104,Albania,2010,ALB,458.7373519,76.9785122,5.95929096042
105,Albania,2011,ALB,518.5883107,77.16321951,6.72066710012
106,Albania,2012,ALB,506.3071895,77.35046341,6.54562580726
107,Albania,2013,ALB,539.2819736,77.5372439,6.95513467432
143,Algeria,1995,DZA,249.7667511,67.84819512,3.68125858998
144,Algeria,1996,DZA,233.6043267,68.07892683,3.4313749875
145,Algeria,1997,DZA,253.5793964,68.30758537,3.71231679507
146,Algeria,1998,DZA,265.2087169,68.52609756,3.87018561312
147,Algeria,1999,DZA,261.3671052,68.73295122,3.80264633718
148,Algeria,2000,DZA,273.6936125,68.93019512,3.97059100186
149,Algeria,2001,DZA,317.8432075,69.12043902,4.59839682743
150,Algeria,2002,DZA,326.9282162,69.30526829,4.71722026718
151,Algeria,2003,DZA,340.6032765,69.4862439,4.90173676664
152,Algeria,2004,DZA,354.2981587,69.66387805,5.08582307815
153,Algeria,2005,DZA,348.2853159,69.83860976,4.98700242025
154,Algeria,2006,DZA,372.6355859,70.00836585,5.32272938206
155,Algeria,2007,DZA,442.9330314,70.17104878,6.3121905558
156,Algeria,2008,DZA,497.5723964,70.32707317,7.07511878387
157,Algeria,2009,DZA,616.2024766,70.47492683,8.74357029254
158,Algeria,2010,DZA,591.1378899,70.61660976,8.37108850041
159,Algeria,2011,DZA,647.4801972,70.75168293,9.15144587925
160,Algeria,2012,DZA,781.0632207,70.88217073,11.0191774978
161,Algeria,2013,DZA,778.0841639,71.00965854,10.9574412819
162,Andorra,1995,AND,1469.42646,,
163,Andorra,1996,AND,1616.671324,,
164,Andorra,1997,AND,1807.157233,,
165,Andorra,1998,AND,2332.794657,,
166,Andorra,1999,AND,1828.948094,,
167,Andorra,2000,AND,1954.982206,,
168,Andorra,2001,AND,1907.790143,,
169,Andorra,2002,AND,2084.270697,,
170,Andorra,2003,AND,2132.825686,,
171,Andorra,2004,AND,2213.508728,,
172,Andorra,2005,AND,2390.07456,,
173,Andorra,2006,AND,2765.22214,,
174,Andorra,2007,AND,3018.039385,,
175,Andorra,2008,AND,2941.127367,,
176,Andorra,2009,AND,2898.392061,,
177,Andorra,2010,AND,3337.289108,,
178,Andorra,2011,AND,3379.246131,,
179,Andorra,2012,AND,3907.455785,,
180,Andorra,2013,AND,3338.031175,,
216,Angola,1995,AGO,103.4492706,42.05146341,2.46006350817
217,Angola,1996,AGO,79.23559369,42.50163415,1.8642952271
218,Angola,1997,AGO,112.4933933,43.06212195,2.61235137067
219,Angola,1998,AGO,121.502874,43.71426829,2.77947861769
220,Angola,1999,AGO,108.0694391,44.439,2.43186028263
221,Angola,2000,AGO,91.1358536,45.20478049,2.01606672153
222,Angola,2001,AGO,161.4646405,45.97314634,3.51215118726
223,Angola,2002,AGO,123.5559057,46.71173171,2.64507225866
224,Angola,2003,AGO,155.6822433,47.39317073,3.28490879386
225,Angola,2004,AGO,182.0014207,48.0035122,3.79141884331
226,Angola,2005,AGO,172.9921002,48.53880488,3.5639958715
227,Angola,2006,AGO,227.2472423,49.00704878,4.63703177313
228,Angola,2007,AGO,205.8943825,49.43573171,4.16488995668
229,Angola,2008,AGO,262.6156451,49.84739024,5.26839306603
230,Angola,2009,AGO,298.1104557,50.25102439,5.93242544443
231,Angola,2010,AGO,235.5556726,50.65417073,4.65027201522
232,Angola,2011,AGO,244.2050529,51.05931707,4.7827716255
233,Angola,2012,AGO,253.036264,51.464,4.91676247474
234,Angola,2013,AGO,355.4323888,51.86617073,6.85287507825
270,Antigua and Barbuda,1995,ATG,617.0407769,72.31768293,8.53236375808
271,Antigua and Barbuda,1996,ATG,618.5448338,72.53885366,8.52708310913
272,Antigua and Barbuda,1997,ATG,644.3876285,72.75756098,8.85664142421
273,Antigua and Barbuda,1998,ATG,658.0606113,72.97378049,9.01776784595
274,Antigua and Barbuda,1999,ATG,685.3309063,73.18602439,9.36423192832
275,Antigua and Barbuda,2000,ATG,634.3236307,73.39729268,8.64233008519
276,Antigua and Barbuda,2001,ATG,671.6747064,73.60607317,9.12526205343
277,Antigua and Barbuda,2002,ATG,665.1945514,73.81339024,9.01184120167
278,Antigua and Barbuda,2003,ATG,720.623701,74.01921951,9.73562955365
279,Antigua and Barbuda,2004,ATG,747.7885241,74.22204878,10.0750186284
280,Antigua and Barbuda,2005,ATG,849.7668423,74.42185366,11.4182434394
281,Antigua and Barbuda,2006,ATG,957.7454821,74.61609756,12.8356415495
282,Antigua and Barbuda,2007,ATG,1063.761122,74.80478049,14.2204965382
283,Antigua and Barbuda,2008,ATG,1171.168882,74.98687805,15.6183176638
284,Antigua and Barbuda,2009,ATG,1063.321787,75.16241463,14.1469881221
285,Antigua and Barbuda,2010,ATG,1136.628426,75.33390244,15.0878739742
286,Antigua and Barbuda,2011,ATG,1128.361119,75.50036585,14.9451079647
287,Antigua and Barbuda,2012,ATG,1124.683481,75.66531707,14.8639234533
288,Antigua and Barbuda,2013,ATG,1020.915119,75.82929268,13.4633343253
378,Argentina,1995,ARG,649.0826754,72.66460976,8.93258324161
379,Argentina,1996,ARG,664.8712365,72.88531707,9.12215605595
380,Argentina,1997,ARG,754.2387852,73.10397561,10.3173429202
381,Argentina,1998,ARG,801.4655885,73.32007317,10.9310527643
382,Argentina,1999,ARG,851.5356144,73.53412195,11.580142549
383,Argentina,2000,ARG,841.0113275,73.74565854,11.4042147585
384,Argentina,2001,ARG,828.404231,73.95368293,11.2016629623
385,Argentina,2002,ARG,658.9146916,74.15878049,8.88518779902
386,Argentina,2003,ARG,717.0957894,74.35995122,9.6435753068
387,Argentina,2004,ARG,794.0196708,74.55773171,10.6497294457
388,Argentina,2005,ARG,903.1647555,74.75165854,12.0822035677
389,Argentina,2006,ARG,993.4937721,74.94121951,13.2569736468
390,Argentina,2007,ARG,1095.288761,75.12690244,14.5791816969
391,Argentina,2008,ARG,1195.159403,75.30819512,15.8702436182
392,Argentina,2009,ARG,1371.396156,75.48709756,18.1672921642
393,Argentina,2010,ARG,1312.144646,75.66356098,17.3418304532
394,Argentina,2011,ARG,1341.668938,75.83860976,17.69110671
395,Argentina,2012,ARG,1550.058306,76.01268293,20.3921009791
396,Argentina,2013,ARG,1724.620655,76.18729268,22.6365919346
432,Armenia,1995,ARM,101.748279,68.76356098,1.47968309887
433,Armenia,1996,ARM,100.5038085,69.21685366,1.45201353696
434,Armenia,1997,ARM,106.3952356,69.71641463,1.52611456233
435,Armenia,1998,ARM,116.0855032,70.24021951,1.6526927736
436,Armenia,1999,ARM,120.7998835,70.76709756,1.70700633013
437,Armenia,2000,ARM,144.8276591,71.27653659,2.03191212745
438,Armenia,2001,ARM,154.9914323,71.75565854,2.15998898838
439,Armenia,2002,ARM,162.6215125,72.2022439,2.25230552011
440,Armenia,2003,ARM,195.5907214,72.61097561,2.69367984326
441,Armenia,2004,ARM,220.2390229,72.97492683,3.01800950638
442,Armenia,2005,ARM,247.9819851,73.28856098,3.38363834388
443,Armenia,2006,ARM,253.1974189,73.54982927,3.44252898223
444,Armenia,2007,ARM,279.4979552,73.76463415,3.78905092421
445,Armenia,2008,ARM,269.7176127,73.94387805,3.64759896036
446,Armenia,2009,ARM,280.0280553,74.09304878,3.77941061828
447,Armenia,2010,ARM,291.1892177,74.21965854,3.92334353766
448,Armenia,2011,ARM,252.9797758,74.33219512,3.40336748285
449,Armenia,2012,ARM,332.4909914,74.43721951,4.46673040166
450,Armenia,2013,ARM,351.3825924,74.5407561,4.71396603395
540,Australia,1995,AUS,1625.28089,77.82926829,20.8826438396
541,Australia,1996,AUS,1725.560252,78.07804878,22.100453059
542,Australia,1997,AUS,1811.523149,78.4804878,23.0824654609
543,Australia,1998,AUS,1951.911652,78.63170732,24.8234677654
544,Australia,1999,AUS,2085.835202,78.93170732,26.4258214198
545,Australia,2000,AUS,2255.310358,79.23414634,28.4638689527
546,Australia,2001,AUS,2388.017146,79.63414634,29.9873516042
547,Australia,2002,AUS,2550.39311,79.93658537,31.9052045843
548,Australia,2003,AUS,2657.338711,80.23902439,33.1177844098
549,Australia,2004,AUS,2861.047274,80.4902439,35.5452677911
550,Australia,2005,AUS,2961.281135,80.84146341,36.6307215393
551,Australia,2006,AUS,3144.398002,81.04146341,38.7998670025
552,Australia,2007,AUS,3315.994902,81.29268293,40.7908163746
553,Australia,2008,AUS,3451.63277,81.39512195,42.4058922366
554,Australia,2009,AUS,3687.460416,81.54390244,45.2205536608
555,Australia,2010,AUS,3761.332963,81.69512195,46.0410961294
556,Australia,2011,AUS,3983.712993,81.89512195,48.6440815783
557,Australia,2012,AUS,4042.349998,82.04634146,49.2691072639
558,Australia,2013,AUS,4191.090589,82.19756098,50.9880164208
594,Austria,1995,AUT,2253.285382,76.66829268,29.3900555658
595,Austria,1996,AUT,2325.373574,76.87073171,30.2504415175
596,Austria,1997,AUT,2456.489336,77.3195122,31.770626406
597,Austria,1998,AUT,2616.84472,77.67073171,33.6915162557
598,Austria,1999,AUT,2765.231617,77.87560976,35.5083141631
599,Austria,2000,AUT,2904.391151,78.12682927,37.1753362851
600,Austria,2001,AUT,2941.449451,78.57560976,37.4346372874
601,Austria,2002,AUT,3090.902548,78.67804878,39.2854499562
602,Austria,2003,AUT,3236.14161,78.63170732,41.1556828701
603,Austria,2004,AUT,3436.302641,79.1804878,43.3983514939
604,Austria,2005,AUT,3514.893075,79.33170732,44.306282995
605,Austria,2006,AUT,3747.867973,79.8804878,46.9184412392
606,Austria,2007,AUT,3910.605458,80.1804878,48.7725326361
607,Austria,2008,AUT,4188.105546,80.43170732,52.0703300421
608,Austria,2009,AUT,4401.584611,80.33170732,54.7926187286
609,Austria,2010,AUT,4516.830444,80.5804878,56.0536498018
610,Austria,2011,AUT,4680.494064,80.98292683,57.7960595796
611,Austria,2012,AUT,4812.307602,80.93658537,59.4577542406
612,Austria,2013,AUT,4884.61831,80.8902439,60.3857532688
648,Azerbaijan,1995,AZE,138.9559444,64.57582927,2.15182593814
649,Azerbaijan,1996,AZE,149.9835947,64.994,2.30765293258
650,Azerbaijan,1997,AZE,142.3970057,65.46239024,2.17524910377
651,Azerbaijan,1998,AZE,156.6244086,65.92336585,2.37585576192
652,Azerbaijan,1999,AZE,166.8349222,66.3554878,2.51425959979
653,Azerbaijan,2000,AZE,163.8577754,66.7582439,2.45449499309
654,Azerbaijan,2001,AZE,175.117816,67.15029268,2.60784888659
655,Azerbaijan,2002,AZE,193.9586498,67.56107317,2.87086395611
656,Azerbaijan,2003,AZE,319.7330745,68.00368293,4.70170233029
657,Azerbaijan,2004,AZE,432.1978544,68.47019512,6.31220421736
658,Azerbaijan,2005,AZE,553.0836304,68.93726829,8.02299893975
659,Azerbaijan,2006,AZE,594.376794,69.37473171,8.56762656012
660,Azerbaijan,2007,AZE,622.7231064,69.756,8.92716191295
661,Azerbaijan,2008,AZE,596.4313967,70.06292683,8.51279590627
662,Azerbaijan,2009,AZE,868.8929809,70.29265854,12.3610772298
663,Azerbaijan,2010,AZE,830.6322625,70.45029268,11.7903308972
664,Azerbaijan,2011,AZE,786.6597194,70.55129268,11.1501815136
665,Azerbaijan,2012,AZE,878.402351,70.62495122,12.4375640029
666,Azerbaijan,2013,AZE,956.6463065,70.69314634,13.5323769846
702,Bahamas,1995,BHS,1103.656302,71.26256098,15.4871827061
703,Bahamas,1996,BHS,1157.724789,71.39043902,16.2168044474
704,Bahamas,1997,BHS,959.9191201,71.54987805,13.4160832452
705,Bahamas,1998,BHS,1011.25534,71.74787805,14.0945679159
706,Bahamas,1999,BHS,1012.260081,71.98436585,14.0622212761
707,Bahamas,2000,BHS,1064.199571,72.25429268,14.7285307423
708,Bahamas,2001,BHS,1085.075604,72.54509756,14.9572561137
709,Bahamas,2002,BHS,1126.966068,72.84126829,15.4715327514
710,Bahamas,2003,BHS,1189.380082,73.12729268,16.2645168228
711,Bahamas,2004,BHS,1299.704909,73.39465854,17.7084400262
712,Bahamas,2005,BHS,1340.654893,73.63887805,18.205802811
713,Bahamas,2006,BHS,1613.088686,73.85895122,21.8401244447
714,Bahamas,2007,BHS,1687.11716,74.05946341,22.7805749909
715,Bahamas,2008,BHS,1695.016054,74.24743902,22.8292864558
716,Bahamas,2009,BHS,1639.550022,74.42390244,22.0298851343
717,Bahamas,2010,BHS,1642.661244,74.59239024,22.0218341136
718,Bahamas,2011,BHS,1738.940438,74.75490244,23.2618916117
719,Bahamas,2012,BHS,1703.273436,74.91446341,22.7362428891
720,Bahamas,2013,BHS,1688.205031,75.07256098,22.4876440734
756,Bahrain,1995,BHR,1529.017515,73.55507317,20.7873835088
757,Bahrain,1996,BHR,1540.369827,73.77304878,20.8798450447
758,Bahrain,1997,BHR,1687.699768,73.987,22.8107609175
759,Bahrain,1998,BHR,1658.952277,74.19541463,22.359229142
760,Bahrain,1999,BHR,1660.760283,74.39582927,22.3232982184
761,Bahrain,2000,BHR,1254.752579,74.5892439,16.822165146
762,Bahrain,2001,BHR,1360.69792,74.77670732,18.1968151416
763,Bahrain,2002,BHR,1395.436516,74.96021951,18.6156940991
764,Bahrain,2003,BHR,1380.587682,75.1407561,18.3733536054
765,Bahrain,2004,BHR,1285.165013,75.31880488,17.0630032573
766,Bahrain,2005,BHR,1238.739552,75.49231707,16.4088161561
767,Bahrain,2006,BHR,1225.839783,75.66073171,16.2017965634
768,Bahrain,2007,BHR,1255.213876,75.823,16.554526674
769,Bahrain,2008,BHR,1289.182201,75.97660976,16.9681459211
770,Bahrain,2009,BHR,1497.074993,76.12404878,19.6662555
771,Bahrain,2010,BHR,1446.658301,76.26485366,18.9688727058
772,Bahrain,2011,BHR,1365.961902,76.40204878,17.8786030455
773,Bahrain,2012,BHR,1651.022609,76.53619512,21.5717884383
774,Bahrain,2013,BHR,1900.212576,76.66987805,24.7843432692
810,Bangladesh,1995,BGD,30.49253078,62.69387805,0.486371743596
811,Bangladesh,1996,BGD,31.27125802,63.24207317,0.494469210962
812,Bangladesh,1997,BGD,24.34702999,63.7837561,0.381712076533
813,Bangladesh,1998,BGD,25.2588765,64.31343902,0.392746475463
814,Bangladesh,1999,BGD,26.56159345,64.82658537,0.409733033113
815,Bangladesh,2000,BGD,28.93580514,65.31973171,0.442987201302
816,Bangladesh,2001,BGD,32.97609586,65.79034146,0.501230045751
817,Bangladesh,2002,BGD,36.13214493,66.23990244,0.545474005834
818,Bangladesh,2003,BGD,37.23605943,66.67092683,0.558505201599
819,Bangladesh,2004,BGD,41.47195237,67.08597561,0.618191089761
820,Bangladesh,2005,BGD,45.84254772,67.48956098,0.679253903186
821,Bangladesh,2006,BGD,52.362561,67.88726829,0.771316364894
822,Bangladesh,2007,BGD,56.80959031,68.28314634,0.831970894064
823,Bangladesh,2008,BGD,61.27568695,68.68070732,0.892181943679
824,Bangladesh,2009,BGD,65.76564915,69.08192683,0.951995003148
825,Bangladesh,2010,BGD,73.66601173,69.48580488,1.06015914844
826,Bangladesh,2011,BGD,81.68776929,69.89180488,1.1687746429
827,Bangladesh,2012,BGD,85.16158161,70.29485366,1.21149098655
828,Bangladesh,2013,BGD,95.3267369,70.69339024,1.34845332182
864,Barbados,1995,BRB,639.0565043,72.00104878,8.87565549569
865,Barbados,1996,BRB,651.1893921,72.21243902,9.0176900398
866,Barbados,1997,BRB,668.6126502,72.41982927,9.23245272655
867,Barbados,1998,BRB,668.327573,72.62373171,9.20260577725
868,Barbados,1999,BRB,695.3148047,72.82360976,9.54793104862
869,Barbados,2000,BRB,791.9408818,73.0194878,10.8456099277
870,Barbados,2001,BRB,829.7464258,73.21287805,11.3333398153
871,Barbados,2002,BRB,934.3231081,73.4017561,12.7288931184
872,Barbados,2003,BRB,924.1157344,73.58765854,12.5580260703
873,Barbados,2004,BRB,1207.4624,73.77004878,16.3679219408
874,Barbados,2005,BRB,1047.910691,73.94895122,14.1707309395
875,Barbados,2006,BRB,1353.585212,74.12482927,18.2608880901
876,Barbados,2007,BRB,1521.11527,74.29721951,20.4733808349
877,Barbados,2008,BRB,1531.553474,74.46758537,20.5667132403
878,Barbados,2009,BRB,1433.49457,74.63543902,19.2066207263
879,Barbados,2010,BRB,1481.900444,74.80178049,19.8110316933
880,Barbados,2011,BRB,1558.911626,74.96714634,20.7945973951
881,Barbados,2012,BRB,1406.669442,75.13202439,18.7226346344
882,Barbados,2013,BRB,1060.226838,75.29641463,14.0807081348
918,Belarus,1995,BLR,259.7177481,68.46097561,3.79366121774
919,Belarus,1996,BLR,252.323578,68.61219512,3.67753250801
920,Belarus,1997,BLR,303.3278537,68.46097561,4.43066799731
921,Belarus,1998,BLR,301.5009848,68.40731707,4.40743765015
922,Belarus,1999,BLR,328.6774181,67.90731707,4.84008840699
923,Belarus,2000,BLR,355.537847,68.91219512,5.15928779196
924,Belarus,2001,BLR,414.2309159,68.50731707,6.04652077495
925,Belarus,2002,BLR,434.4513633,68.05609756,6.38372429329
926,Belarus,2003,BLR,486.4750876,68.55365854,7.0962673322
927,Belarus,2004,BLR,560.4997338,68.95609756,8.12835635474
928,Belarus,2005,BLR,665.6680439,68.85121951,9.66820992624
929,Belarus,2006,BLR,697.703188,69.40487805,10.0526534676
930,Belarus,2007,BLR,793.4329007,70.20341463,11.3019132315
931,Belarus,2008,BLR,826.7056264,70.45609756,11.7336278197
932,Belarus,2009,BLR,856.1750651,70.40731707,12.1603137391
933,Belarus,2010,BLR,855.2876407,70.40487805,12.1481304192
934,Belarus,2011,BLR,819.4501771,70.55365854,11.6145667575
935,Belarus,2012,BLR,866.9355092,71.96585366,12.0464840631
936,Belarus,2013,BLR,1081.387055,72.47073171,14.9217074188
972,Belgium,1995,BEL,1710.301329,76.84073171,22.2577439197
973,Belgium,1996,BEL,1807.92944,77.18731707,23.422623154
974,Belgium,1997,BEL,1854.182906,77.37073171,23.9649136698
975,Belgium,1998,BEL,1925.038938,77.47317073,24.8478140221
976,Belgium,1999,BEL,2050.608678,77.6195122,26.418726682
977,Belgium,2000,BEL,2250.682643,77.72195122,28.9581335475
978,Belgium,2001,BEL,2372.340939,77.97317073,30.42509259
979,Belgium,2002,BEL,2548.320997,78.07560976,32.639143067
980,Belgium,2003,BEL,2929.253429,78.12926829,37.4923955275
981,Belgium,2004,BEL,3022.378262,78.87804878,38.3171022705
982,Belgium,2005,BEL,3115.365222,78.9804878,39.4447452628
983,Belgium,2006,BEL,3294.72188,79.3804878,41.5054375617
984,Belgium,2007,BEL,3440.210901,79.78292683,43.1196377181
985,Belgium,2008,BEL,3696.480103,79.6804878,46.3912835509
986,Belgium,2009,BEL,3947.956591,79.98292683,49.3599915316
987,Belgium,2010,BEL,4057.763964,80.23414634,50.5740280055
988,Belgium,2011,BEL,4245.58652,80.58536585,52.6843363583
989,Belgium,2012,BEL,4345.446147,80.38536585,54.0576770542
990,Belgium,2013,BEL,4526.081135,80.38536585,56.3047898973
1026,Belize,1995,BLZ,191.8236061,70.14468293,2.73468491249
1027,Belize,1996,BLZ,165.1123343,70.06214634,2.35665538276
1028,Belize,1997,BLZ,182.4766606,70.06192683,2.60450531203
1029,Belize,1998,BLZ,179.8699423,70.14378049,2.56430350693
1030,Belize,1999,BLZ,186.0986158,70.30639024,2.64696587557
1031,Belize,2000,BLZ,226.7114594,70.53904878,3.21398520849
1032,Belize,2001,BLZ,268.3372323,70.82443902,3.7887660815
1033,Belize,2002,BLZ,271.3035869,71.13695122,3.81382083779
1034,Belize,2003,BLZ,305.1766142,71.45339024,4.27098858676
1035,Belize,2004,BLZ,309.9238462,71.7594878,4.31892500492
1036,Belize,2005,BLZ,325.4370254,72.04631707,4.51705289923
1037,Belize,2006,BLZ,338.3020298,72.31236585,4.67834271253
1038,Belize,2007,BLZ,370.6058175,72.56373171,5.10731475307
1039,Belize,2008,BLZ,409.2274874,72.80770732,5.62066163684
1040,Belize,2009,BLZ,459.0513539,73.0432439,6.28465179515
1041,Belize,2010,BLZ,474.3999544,73.2704878,6.47463895279
1042,Belize,2011,BLZ,458.3958922,73.48780488,6.23771376691
1043,Belize,2012,BLZ,458.0403918,73.69914634,6.21500267706
1044,Belize,2013,BLZ,458.241714,73.90487805,6.20042581885
1080,Benin,1995,BEN,47.87316445,54.81595122,0.873343677972
1081,Benin,1996,BEN,48.17036728,54.83180488,0.878511429369
1082,Benin,1997,BEN,47.28530762,54.84231707,0.862204774456
1083,Benin,1998,BEN,49.11352555,54.89014634,0.894760331769
1084,Benin,1999,BEN,53.30281735,54.99878049,0.969163622813
1085,Benin,2000,BEN,52.44686151,55.1882439,0.95032669648
1086,Benin,2001,BEN,59.63697355,55.4664878,1.07518928844
1087,Benin,2002,BEN,55.80277402,55.81431707,0.999793188368
1088,Benin,2003,BEN,61.95859585,56.20807317,1.10230777103
1089,Benin,2004,BEN,62.56901708,56.63317073,1.10481218469
1090,Benin,2005,BEN,66.74388262,57.06697561,1.16957105062
1091,Benin,2006,BEN,69.41087432,57.48687805,1.20742118331
1092,Benin,2007,BEN,69.24709274,57.87387805,1.1965172384
1093,Benin,2008,BEN,66.33561888,58.216,1.13947400852
1094,Benin,2009,BEN,70.22770588,58.5067561,1.20033497943
1095,Benin,2010,BEN,75.13249544,58.74668293,1.2789231952
1096,Benin,2011,BEN,80.90074483,58.94490244,1.37248076562
1097,Benin,2012,BEN,85.21273325,59.1194878,1.44136453851
1098,Benin,2013,BEN,81.66319916,59.28756098,1.37740864711
1152,Bhutan,1995,BTN,82.57104573,56.45465854,1.4626081862
1153,Bhutan,1996,BTN,141.6125442,57.23770732,2.47411279785
1154,Bhutan,1997,BTN,173.499733,58.0127561,2.99071695027
1155,Bhutan,1998,BTN,178.3270216,58.77929268,3.0338408897
1156,Bhutan,1999,BTN,181.8347964,59.53780488,3.05410649194
1157,Bhutan,2000,BTN,192.672659,60.29080488,3.19572212352
1158,Bhutan,2001,BTN,190.7532313,61.0447561,3.12480945927
1159,Bhutan,2002,BTN,265.3258218,61.80019512,4.29328453227
1160,Bhutan,2003,BTN,181.5202993,62.55412195,2.90181196125
1161,Bhutan,2004,BTN,167.3185416,63.3005122,2.64324151235
1162,Bhutan,2005,BTN,215.9808588,64.02641463,3.37330865781
1163,Bhutan,2006,BTN,231.9423019,64.71831707,3.58387412406
1164,Bhutan,2007,BTN,306.9648926,65.36573171,4.69611346144
1165,Bhutan,2008,BTN,344.4185279,65.96268293,5.22141478486
1166,Bhutan,2009,BTN,322.6101073,66.50768293,4.85071939192
1167,Bhutan,2010,BTN,332.2624152,67.00468293,4.95879393306
1168,Bhutan,2011,BTN,332.1471611,67.46073171,4.92356297776
1169,Bhutan,2012,BTN,263.7768918,67.88926829,3.88539895103
1170,Bhutan,2013,BTN,275.4997974,68.30231707,4.03353515983
1206,Bolivia,1995,BOL,132.8658936,61.09087805,2.17488924437
1207,Bolivia,1996,BOL,142.9779771,61.48029268,2.32559037811
1208,Bolivia,1997,BOL,142.6833649,61.85721951,2.30665662036
1209,Bolivia,1998,BOL,171.04249,62.22621951,2.74872057706
1210,Bolivia,1999,BOL,207.3039551,62.59182927,3.31199706923
1211,Bolivia,2000,BOL,208.7569399,62.95460976,3.31599132607
1212,Bolivia,2001,BOL,221.0432552,63.31553659,3.49113767497
1213,Bolivia,2002,BOL,233.2675355,63.67160976,3.6636035492
1214,Bolivia,2003,BOL,204.4642802,64.02026829,3.19374294518
1215,Bolivia,2004,BOL,205.7517152,64.3635122,3.19671360632
1216,Bolivia,2005,BOL,227.7214236,64.70078049,3.51960860248
1217,Bolivia,2006,BOL,207.8875177,65.03309756,3.19664179471
1218,Bolivia,2007,BOL,214.8057398,65.36190244,3.28640586919
1219,Bolivia,2008,BOL,240.1952864,65.68570732,3.65673593541
1220,Bolivia,2009,BOL,287.8238699,66.00546341,4.36060675935
1221,Bolivia,2010,BOL,283.1861083,66.31970732,4.27001444584
1222,Bolivia,2011,BOL,271.7695571,66.62692683,4.0789748234
1223,Bolivia,2012,BOL,332.0087635,66.92663415,4.96078680359
1224,Bolivia,2013,BOL,371.7611518,67.21736585,5.53073074345
1260,Bosnia and Herzegovina,1995,BIH,123.7574979,68.22926829,1.81384764928
1261,Bosnia and Herzegovina,1996,BIH,252.5047715,69.93512195,3.61055739176
1262,Bosnia and Herzegovina,1997,BIH,278.0172258,71.62219512,3.88171886291
1263,Bosnia and Herzegovina,1998,BIH,315.2951347,73.03295122,4.31716272495
1264,Bosnia and Herzegovina,1999,BIH,368.2280767,74.05956098,4.97205319377
1265,Bosnia and Herzegovina,2000,BIH,314.6752246,74.66917073,4.2142589977
1266,Bosnia and Herzegovina,2001,BIH,337.0271743,74.92109756,4.4984281501
1267,Bosnia and Herzegovina,2002,BIH,351.0936162,74.98714634,4.68205063583
1268,Bosnia and Herzegovina,2003,BIH,422.7135436,75.0104878,5.63539254307
1269,Bosnia and Herzegovina,2004,BIH,521.6012337,75.04107317,6.95087652223
1270,Bosnia and Herzegovina,2005,BIH,538.3033932,75.11239024,7.16663910548
1271,Bosnia and Herzegovina,2006,BIH,602.1152465,75.23095122,8.00355753497
1272,Bosnia and Herzegovina,2007,BIH,666.2777212,75.3704878,8.84003461631
1273,Bosnia and Herzegovina,2008,BIH,750.6898697,75.51097561,9.94146696736
1274,Bosnia and Herzegovina,2009,BIH,837.4217555,75.65587805,11.0688260725
1275,Bosnia and Herzegovina,2010,BIH,853.5569549,75.80668293,11.2596531323
1276,Bosnia and Herzegovina,2011,BIH,915.1691885,75.96241463,12.0476579498
1277,Bosnia and Herzegovina,2012,BIH,934.444592,76.12114634,12.2757556465
1278,Bosnia and Herzegovina,2013,BIH,928.4479104,76.27990244,12.1715927879
1314,Botswana,1995,BWA,269.9517924,57.67843902,4.68028949789
1315,Botswana,1996,BWA,282.8730408,56.17031707,5.03598796581
1316,Botswana,1997,BWA,330.6162691,54.63512195,6.05135043723
1317,Botswana,1998,BWA,323.9552693,53.14065854,6.09618469549
1318,Botswana,1999,BWA,325.8105194,51.7422439,6.29679918849
