Entity,Year,"Country code","Health Expenditure per capita (WDI)","Life Expectancy (at birth) World Bank data"
"Burkina Faso",1974,BFA,,41.00658537
"Burkina Faso",1975,BFA,,41.60639024
"Burkina Faso",1976,BFA,,42.31329268
"Burkina Faso",1977,BFA,,43.1302439
"Burkina Faso",1978,BFA,,44.03978049
"Burkina Faso",1979,BFA,,45.01339024
"Burkina Faso",1980,BFA,,45.99756098
"Burkina Faso",1981,BFA,,46.92831707
"Burkina Faso",1982,BFA,,47.74963415
"Burkina Faso",1983,BFA,,48.422
"Burkina Faso",1984,BFA,,48.92436585
"Burkina Faso",1985,BFA,,49.25121951
"Burkina Faso",1986,BFA,,49.41753659
"Burkina Faso",1987,BFA,,49.47226829
"Burkina Faso",1988,BFA,,49.46290244
"Burkina Faso",1989,BFA,,49.41987805
"Burkina Faso",1990,BFA,,49.36560976
"Burkina Faso",1991,BFA,,49.31646341
"Burkina Faso",1992,BFA,,49.27795122
"Burkina Faso",1993,BFA,,49.25965854
"Burkina Faso",1994,BFA,,49.27770732
"Burkina Faso",1995,BFA,31.10630334,49.34431707
"Burkina Faso",1996,BFA,35.78326055,49.46929268
"Burkina Faso",1997,BFA,37.61483529,49.64782927
"Burkina Faso",1998,BFA,40.67738863,49.87607317
"Burkina Faso",1999,BFA,43.90440361,50.15456098
"Burkina Faso",2000,BFA,43.32006065,50.4827561
"Burkina Faso",2001,BFA,44.17945124,50.85807317
"Burkina Faso",2002,BFA,47.69885171,51.2727561
"Burkina Faso",2003,BFA,55.5656331,51.71756098
"Burkina Faso",2004,BFA,66.6532111,52.18278049
"Burkina Faso",2005,BFA,77.32925822,52.65870732
"Burkina Faso",2006,BFA,78.6819491,53.13968293
"Burkina Faso",2007,BFA,82.48730844,53.61968293
"Burkina Faso",2008,BFA,88.21152098,54.09419512
"Burkina Faso",2009,BFA,97.27489834,54.55768293
"Burkina Faso",2010,BFA,97.20954939,55.0067561
"Burkina Faso",2011,BFA,90.48624166,55.4404878
"Burkina Faso",2012,BFA,95.38794968,55.86202439
"Burkina Faso",2013,BFA,109.1455025,56.27502439
Burundi,1960,BDI,,41.23604878
Burundi,1961,BDI,,41.54546341
Burundi,1962,BDI,,41.86039024
Burundi,1963,BDI,,42.17780488
Burundi,1964,BDI,,42.49221951
Burundi,1965,BDI,,42.79014634
Burundi,1966,BDI,,43.05507317
Burundi,1967,BDI,,43.28002439
Burundi,1968,BDI,,43.46797561
Burundi,1969,BDI,,43.62743902
Burundi,1970,BDI,,43.78192683
Burundi,1971,BDI,,43.95992683
Burundi,1972,BDI,,44.18546341
Burundi,1973,BDI,,44.47197561
Burundi,1974,BDI,,44.8194878
Burundi,1975,BDI,,45.22141463
Burundi,1976,BDI,,45.65973171
Burundi,1977,BDI,,46.10590244
Burundi,1978,BDI,,46.53492683
Burundi,1979,BDI,,46.93134146
Burundi,1980,BDI,,47.29165854
Burundi,1981,BDI,,47.62446341
Burundi,1982,BDI,,47.93480488
Burundi,1983,BDI,,48.21926829
Burundi,1984,BDI,,48.45990244
Burundi,1985,BDI,,48.61378049
Burundi,1986,BDI,,48.62895122
Burundi,1987,BDI,,48.48739024
Burundi,1988,BDI,,48.19658537
Burundi,1989,BDI,,47.7885122
Burundi,1990,BDI,,47.32914634
Burundi,1991,BDI,,46.9014878
Burundi,1992,BDI,,46.58043902
Burundi,1993,BDI,,46.41743902
Burundi,1994,BDI,,46.43092683
Burundi,1995,BDI,33.30887974,46.60729268
Burundi,1996,BDI,30.52215336,46.9035122
Burundi,1997,BDI,27.93311477,47.2505122
Burundi,1998,BDI,33.49070326,47.59280488
Burundi,1999,BDI,32.30532039,47.91280488
Burundi,2000,BDI,29.45116559,48.20802439
Burundi,2001,BDI,29.88318913,48.49492683
Burundi,2002,BDI,32.43978943,48.80356098
Burundi,2003,BDI,31.90103699,49.15695122
Burundi,2004,BDI,44.2360327,49.55809756
Burundi,2005,BDI,62.2968627,50.007
Burundi,2006,BDI,75.02712589,50.49960976
Burundi,2007,BDI,67.41393391,51.02146341
Burundi,2008,BDI,54.6539622,51.55658537
Burundi,2009,BDI,49.77828172,52.09407317
Burundi,2010,BDI,62.90671609,52.62402439
Burundi,2011,BDI,63.14280616,53.13656098
Burundi,2012,BDI,62.46885333,53.6287561
Burundi,2013,BDI,61.83295809,54.09719512
Cambodia,1960,KHM,,41.20129268
Cambodia,1961,KHM,,41.33387805
Cambodia,1962,KHM,,41.50207317
Cambodia,1963,KHM,,41.69734146
Cambodia,1964,KHM,,41.89207317
Cambodia,1965,KHM,,42.09556098
Cambodia,1966,KHM,,42.3265122
Cambodia,1967,KHM,,42.53329268
Cambodia,1968,KHM,,42.61887805
Cambodia,1969,KHM,,42.46285366
Cambodia,1970,KHM,,41.68039024
Cambodia,1971,KHM,,39.8172439
Cambodia,1972,KHM,,36.78270732
Cambodia,1973,KHM,,32.75717073
Cambodia,1974,KHM,,28.12282927
Cambodia,1975,KHM,,23.72797561
Cambodia,1976,KHM,,20.61487805
Cambodia,1977,KHM,,19.50492683
Cambodia,1978,KHM,,20.75046341
Cambodia,1979,KHM,,24.28978049
Cambodia,1980,KHM,,29.61353659
Cambodia,1981,KHM,,35.85634146
Cambodia,1982,KHM,,41.93231707
Cambodia,1983,KHM,,46.99368293
Cambodia,1984,KHM,,50.67680488
Cambodia,1985,KHM,,52.87914634
Cambodia,1986,KHM,,53.81734146
Cambodia,1987,KHM,,54.10068293
Cambodia,1988,KHM,,54.24092683
Cambodia,1989,KHM,,54.41917073
Cambodia,1990,KHM,,54.753
Cambodia,1991,KHM,,55.26436585
Cambodia,1992,KHM,,55.85426829
Cambodia,1993,KHM,,56.45414634
Cambodia,1994,KHM,,57.08107317
Cambodia,1995,KHM,42.30609551,57.75165854
Cambodia,1996,KHM,59.91913722,58.47697561
Cambodia,1997,KHM,54.73895716,59.25507317
Cambodia,1998,KHM,53.29027005,60.08243902
Cambodia,1999,KHM,55.24094888,60.95853659
Cambodia,2000,KHM,63.18242175,61.88726829
Cambodia,2001,KHM,66.51982925,62.87502439
Cambodia,2002,KHM,73.82328185,63.90914634
Cambodia,2003,KHM,90.88350253,64.96756098
Cambodia,2004,KHM,96.09009487,66.02470732
Cambodia,2005,KHM,100.5732172,67.04312195
Cambodia,2006,KHM,82.32194195,67.98282927
Cambodia,2007,KHM,76.3167691,68.82095122
Cambodia,2008,KHM,128.1985178,69.54404878
Cambodia,2009,KHM,146.1091463,70.14819512
Cambodia,2010,KHM,143.4429145,70.64336585
Cambodia,2011,KHM,147.1287494,71.05109756
Cambodia,2012,KHM,208.6220596,71.40882927
Cambodia,2013,KHM,228.7115134,71.74756098
Cameroon,1960,CMR,,41.5237561
Cameroon,1961,CMR,,41.96534146
Cameroon,1962,CMR,,42.40595122
Cameroon,1963,CMR,,42.84356098
Cameroon,1964,CMR,,43.27865854
Cameroon,1965,CMR,,43.71517073
Cameroon,1966,CMR,,44.1585122
Cameroon,1967,CMR,,44.61363415
Cameroon,1968,CMR,,45.08456098
Cameroon,1969,CMR,,45.57178049
Cameroon,1970,CMR,,46.07639024
Cameroon,1971,CMR,,46.5984878
Cameroon,1972,CMR,,47.13219512
Cameroon,1973,CMR,,47.67156098
Cameroon,1974,CMR,,48.21112195
Cameroon,1975,CMR,,48.74639024
Cameroon,1976,CMR,,49.27382927
Cameroon,1977,CMR,,49.79036585
Cameroon,1978,CMR,,50.28843902
Cameroon,1979,CMR,,50.763
Cameroon,1980,CMR,,51.20702439
Cameroon,1981,CMR,,51.6135122
Cameroon,1982,CMR,,51.98197561
Cameroon,1983,CMR,,52.31041463
Cameroon,1984,CMR,,52.59734146
Cameroon,1985,CMR,,52.84478049
Cameroon,1986,CMR,,53.05673171
Cameroon,1987,CMR,,53.23821951
Cameroon,1988,CMR,,53.38978049
Cameroon,1989,CMR,,53.50995122
Cameroon,1990,CMR,,53.59126829
Cameroon,1991,CMR,,53.62426829
Cameroon,1992,CMR,,53.60195122
Cameroon,1993,CMR,,53.52482927
Cameroon,1994,CMR,,53.39687805
Cameroon,1995,CMR,58.78845237,53.21860976
Cameroon,1996,CMR,81.84370162,52.99053659
Cameroon,1997,CMR,76.53904972,52.72609756
Cameroon,1998,CMR,75.35138432,52.44673171
Cameroon,1999,CMR,77.88892477,52.17385366
Cameroon,2000,CMR,81.05050036,51.93587805
Cameroon,2001,CMR,88.61001207,51.75719512
Cameroon,2002,CMR,94.34507511,51.65526829
Cameroon,2003,CMR,99.49556905,51.63904878
Cameroon,2004,CMR,97.16386135,51.7164878
Cameroon,2005,CMR,105.2156927,51.88904878
Cameroon,2006,CMR,106.8150136,52.1502439
Cameroon,2007,CMR,108.3888693,52.47914634
Cameroon,2008,CMR,118.0863405,52.85582927
Cameroon,2009,CMR,121.1139601,53.26485366
Cameroon,2010,CMR,127.0626237,53.69482927
Cameroon,2011,CMR,133.3336108,54.13736585
Cameroon,2012,CMR,129.9660961,54.5875122
Cameroon,2013,CMR,138.4332474,55.04180488
Canada,1960,CAN,,71.13317073
Canada,1961,CAN,,71.34609756
Canada,1962,CAN,,71.36707317
Canada,1963,CAN,,71.38073171
Canada,1964,CAN,,71.77634146
Canada,1965,CAN,,71.87219512
Canada,1966,CAN,,72.00439024
Canada,1967,CAN,,72.20780488
Canada,1968,CAN,,72.35341463
Canada,1969,CAN,,72.50146341
Canada,1970,CAN,,72.7004878
Canada,1971,CAN,,73.02926829
Canada,1972,CAN,,72.93390244
Canada,1973,CAN,,73.16268293
Canada,1974,CAN,,73.23756098
Canada,1975,CAN,,73.52170732
Canada,1976,CAN,,73.85609756
Canada,1977,CAN,,74.21560976
Canada,1978,CAN,,74.5297561
Canada,1979,CAN,,74.86634146
Canada,1980,CAN,,75.07804878
Canada,1981,CAN,,75.47853659
Canada,1982,CAN,,75.6804878
Canada,1983,CAN,,76.03634146
Canada,1984,CAN,,76.31756098
Canada,1985,CAN,,76.30341463
Canada,1986,CAN,,76.44
Canada,1987,CAN,,76.7395122
Canada,1988,CAN,,76.80926829
Canada,1989,CAN,,77.06560976
Canada,1990,CAN,,77.37707317
Canada,1991,CAN,,77.55341463
Canada,1992,CAN,,77.32073171
Canada,1993,CAN,,77.68512195
Canada,1994,CAN,,77.86195122
Canada,1995,CAN,2070.039587,77.97756098
Canada,1996,CAN,2070.100076,78.2304878
Canada,1997,CAN,2163.027619,78.4804878
Canada,1998,CAN,2319.645156,78.66243902
Canada,1999,CAN,2427.162709,78.88292683
Canada,2000,CAN,2534.079007,79.23658537
Canada,2001,CAN,2752.738564,79.48780488
Canada,2002,CAN,2887.673632,79.5902439
Canada,2003,CAN,3074.933613,79.83902439
Canada,2004,CAN,3236.290706,80.14146341
Canada,2005,CAN,3469.042465,80.29268293
Canada,2006,CAN,3699.19752,80.64390244
Canada,2007,CAN,3867.500298,80.36987805
Canada,2008,CAN,4029.972187,80.54321951
Canada,2009,CAN,4335.46233,80.71709756
Canada,2010,CAN,4467.968692,80.8934878
Canada,2011,CAN,4545.099885,81.06831707
Canada,2012,CAN,4609.73087,81.23804878
Canada,2013,CAN,4759.314874,81.40112195
"Cape Verde",1960,CPV,,49.00136585
"Cape Verde",1961,CPV,,49.10919512
"Cape Verde",1962,CPV,,49.21039024
"Cape Verde",1963,CPV,,49.31497561
"Cape Verde",1964,CPV,,49.44158537
"Cape Verde",1965,CPV,,49.62353659
"Cape Verde",1966,CPV,,49.89663415
"Cape Verde",1967,CPV,,50.28309756
"Cape Verde",1968,CPV,,50.79190244
"Cape Verde",1969,CPV,,51.42095122
"Cape Verde",1970,CPV,,52.1574878
"Cape Verde",1971,CPV,,52.97612195
"Cape Verde",1972,CPV,,53.83990244
"Cape Verde",1973,CPV,,54.7135122
"Cape Verde",1974,CPV,,55.5757561
"Cape Verde",1975,CPV,,56.41056098
"Cape Verde",1976,CPV,,57.214
"Cape Verde",1977,CPV,,57.99334146
"Cape Verde",1978,CPV,,58.7557561
"Cape Verde",1979,CPV,,59.49726829
"Cape Verde",1980,CPV,,60.22082927
"Cape Verde",1981,CPV,,60.92982927
"Cape Verde",1982,CPV,,61.62619512
"Cape Verde",1983,CPV,,62.30895122
"Cape Verde",1984,CPV,,62.97117073
"Cape Verde",1985,CPV,,63.59841463
"Cape Verde",1986,CPV,,64.17431707
"Cape Verde",1987,CPV,,64.69004878
"Cape Verde",1988,CPV,,65.14326829
"Cape Verde",1989,CPV,,65.53868293
"Cape Verde",1990,CPV,,65.88641463
"Cape Verde",1991,CPV,,66.20158537
"Cape Verde",1992,CPV,,66.50521951
"Cape Verde",1993,CPV,,66.81485366
"Cape Verde",1994,CPV,,67.1424878
"Cape Verde",1995,CPV,91.82996141,67.49568293
"Cape Verde",1996,CPV,92.7179085,67.87890244
"Cape Verde",1997,CPV,100.7581137,68.28507317
"Cape Verde",1998,CPV,124.3923454,68.70712195
"Cape Verde",1999,CPV,122.2490085,69.1435122
"Cape Verde",2000,CPV,143.9264615,69.5912439
"Cape Verde",2001,CPV,159.4081946,70.04778049
"Cape Verde",2002,CPV,166.8149159,70.50814634
"Cape Verde",2003,CPV,168.2815009,70.96826829
"Cape Verde",2004,CPV,190.2555689,71.42260976
"Cape Verde",2005,CPV,207.467934,71.86658537
"Cape Verde",2006,CPV,247.5552689,72.29609756
"Cape Verde",2007,CPV,229.8808741,72.71063415
"Cape Verde",2008,CPV,229.8010844,73.10963415
"Cape Verde",2009,CPV,244.2441926,73.49158537
"Cape Verde",2010,CPV,285.4366071,73.85697561
"Cape Verde",2011,CPV,285.6525788,74.20682927
"Cape Verde",2012,CPV,291.4425863,74.54373171
"Cape Verde",2013,CPV,279.1393582,74.87068293
"Caribbean small states",1960,,,61.99042604
"Caribbean small states",1961,,,62.47598585
"Caribbean small states",1962,,,62.91943558
"Caribbean small states",1963,,,63.31850077
"Caribbean small states",1964,,,63.67456613
"Caribbean small states",1965,,,63.99251323
"Caribbean small states",1966,,,64.2793148
"Caribbean small states",1967,,,64.54622046
"Caribbean small states",1968,,,64.80269924
"Caribbean small states",1969,,,65.05509488
"Caribbean small states",1970,,,65.30681289
"Caribbean small states",1971,,,65.5581227
"Caribbean small states",1972,,,65.80682695
"Caribbean small states",1973,,,66.04920711
"Caribbean small states",1974,,,66.28477793
"Caribbean small states",1975,,,66.51525806
"Caribbean small states",1976,,,66.74318864
"Caribbean small states",1977,,,66.96919777
"Caribbean small states",1978,,,67.19425216
"Caribbean small states",1979,,,67.41945908
"Caribbean small states",1980,,,67.64243312
"Caribbean small states",1981,,,67.85422449
"Caribbean small states",1982,,,68.06776129
"Caribbean small states",1983,,,68.23224705
"Caribbean small states",1984,,,68.38635033
"Caribbean small states",1985,,,68.51055916
"Caribbean small states",1986,,,68.60808531
"Caribbean small states",1987,,,68.70385326
"Caribbean small states",1988,,,68.73949843
"Caribbean small states",1989,,,68.78896328
"Caribbean small states",1990,,,68.82736156
"Caribbean small states",1991,,,68.85789848
"Caribbean small states",1992,,,68.93536195
"Caribbean small states",1993,,,68.90486086
"Caribbean small states",1994,,,68.93107862
"Caribbean small states",1995,,,68.96541293
"Caribbean small states",1996,,,69.01143276
"Caribbean small states",1997,,,69.15183347
"Caribbean small states",1998,,,69.13861404
"Caribbean small states",1999,,,69.22639186
"Caribbean small states",2000,,,69.33855594
"Caribbean small states",2001,,,69.48104519
"Caribbean small states",2002,,,69.73877582
"Caribbean small states",2003,,,69.85055862
"Caribbean small states",2004,,,70.07064369
"Caribbean small states",2005,,,70.30583224
"Caribbean small states",2006,,,70.54956558
"Caribbean small states",2007,,,70.79291201
"Caribbean small states",2008,,,71.02946055
"Caribbean small states",2009,,,71.25371967
"Caribbean small states",2010,,,71.46267773
"Caribbean small states",2011,,,71.65454923
"Caribbean small states",2012,,,71.83241456
"Caribbean small states",2013,,,72.00008306
"Central African Republic",1960,CAF,,36.48263415
"Central African Republic",1961,CAF,,36.89570732
"Central African Republic",1962,CAF,,37.31878049
"Central African Republic",1963,CAF,,37.76034146
"Central African Republic",1964,CAF,,38.22536585
"Central African Republic",1965,CAF,,38.72585366
"Central African Republic",1966,CAF,,39.2727561
"Central African Republic",1967,CAF,,39.86856098
"Central African Republic",1968,CAF,,40.5127561
"Central African Republic",1969,CAF,,41.20236585
"Central African Republic",1970,CAF,,41.93741463
"Central African Republic",1971,CAF,,42.7164878
"Central African Republic",1972,CAF,,43.52609756
"Central African Republic",1973,CAF,,44.3457561
"Central African Republic",1974,CAF,,45.15443902
"Central African Republic",1975,CAF,,45.92958537
"Central African Republic",1976,CAF,,46.65558537
"Central African Republic",1977,CAF,,47.31539024
"Central African Republic",1978,CAF,,47.89046341
"Central African Republic",1979,CAF,,48.36334146
"Central African Republic",1980,CAF,,48.71109756
"Central African Republic",1981,CAF,,48.91582927
"Central African Republic",1982,CAF,,48.98163415
"Central African Republic",1983,CAF,,48.91768293
"Central African Republic",1984,CAF,,48.73453659
"Central African Republic",1985,CAF,,48.44180488
"Central African Republic",1986,CAF,,48.05156098
"Central African Republic",1987,CAF,,47.58778049
"Central African Republic",1988,CAF,,47.08090244
"Central African Republic",1989,CAF,,46.55892683
"Central African Republic",1990,CAF,,46.04782927
"Central African Republic",1991,CAF,,45.56807317
"Central African Republic",1992,CAF,,45.12807317
"Central African Republic",1993,CAF,,44.7377561
"Central African Republic",1994,CAF,,44.41002439
"Central African Republic",1995,CAF,20.67208036,44.14878049
"Central African Republic",1996,CAF,20.25809313,43.9514878
"Central African Republic",1997,CAF,20.80485579,43.80712195
"Central African Republic",1998,CAF,20.79039198,43.71260976
"Central African Republic",1999,CAF,23.43580463,43.67087805
"Central African Republic",2000,CAF,23.82040108,43.69231707
"Central African Republic",2001,CAF,23.26235267,43.78739024
"Central African Republic",2002,CAF,25.39370624,43.96358537
"Central African Republic",2003,CAF,24.99118427,44.22390244
"Central African Republic",2004,CAF,25.38932577,44.56782927
"Central African Republic",2005,CAF,27.35917429,44.99592683
"Central African Republic",2006,CAF,27.62626191,45.50819512
"Central African Republic",2007,CAF,32.14689012,46.0912439
"Central African Republic",2008,CAF,33.38602138,46.72912195
"Central African Republic",2009,CAF,29.86388464,47.40492683
"Central African Republic",2010,CAF,34.39079761,48.09873171
"Central African Republic",2011,CAF,34.63059212,48.79304878
"Central African Republic",2012,CAF,35.62737589,49.47539024
"Central African Republic",2013,CAF,23.64602882,50.13680488
"Central Europe and the Baltics",1960,,,67.82376209
"Central Europe and the Baltics",1961,,,68.26374839
"Central Europe and the Baltics",1962,,,68.00779332
"Central Europe and the Baltics",1963,,,68.69636848
"Central Europe and the Baltics",1964,,,69.05244017
"Central Europe and the Baltics",1965,,,69.27681461
"Central Europe and the Baltics",1966,,,69.52695537
"Central Europe and the Baltics",1967,,,69.27278129
"Central Europe and the Baltics",1968,,,69.53617344
"Central Europe and the Baltics",1969,,,69.27589883
"Central Europe and the Baltics",1970,,,69.44706991
"Central Europe and the Baltics",1971,,,69.48535544
"Central Europe and the Baltics",1972,,,69.9255778
"Central Europe and the Baltics",1973,,,70.0678602
"Central Europe and the Baltics",1974,,,70.30599818
"Central Europe and the Baltics",1975,,,70.17452814
"Central Europe and the Baltics",1976,,,70.31924102
"Central Europe and the Baltics",1977,,,70.24234605
"Central Europe and the Baltics",1978,,,70.14798914
"Central Europe and the Baltics",1979,,,70.23950194
"Central Europe and the Baltics",1980,,,69.89032991
"Central Europe and the Baltics",1981,,,70.37146956
"Central Europe and the Baltics",1982,,,70.45513367
"Central Europe and the Baltics",1983,,,70.38961098
"Central Europe and the Baltics",1984,,,70.34901758
"Central Europe and the Baltics",1985,,,70.31275699
"Central Europe and the Baltics",1986,,,70.56492213
"Central Europe and the Baltics",1987,,,70.61176532
"Central Europe and the Baltics",1988,,,70.86171837
"Central Europe and the Baltics",1989,,,70.73196965
"Central Europe and the Baltics",1990,,,70.65636732
"Central Europe and the Baltics",1991,,,70.57260774
"Central Europe and the Baltics",1992,,,70.73234787
"Central Europe and the Baltics",1993,,,70.84622957
"Central Europe and the Baltics",1994,,,70.86952676
"Central Europe and the Baltics",1995,,,71.02589323
"Central Europe and the Baltics",1996,,,71.33546524
"Central Europe and the Baltics",1997,,,71.51758933
"Central Europe and the Baltics",1998,,,71.89811827
"Central Europe and the Baltics",1999,,,72.18492179
"Central Europe and the Baltics",2000,,,72.71969035
"Central Europe and the Baltics",2001,,,73.09785547
"Central Europe and the Baltics",2002,,,73.24391073
"Central Europe and the Baltics",2003,,,73.38323355
"Central Europe and the Baltics",2004,,,73.7386941
"Central Europe and the Baltics",2005,,,73.83907249
"Central Europe and the Baltics",2006,,,74.09335416
"Central Europe and the Baltics",2007,,,74.25238333
"Central Europe and the Baltics",2008,,,74.57753902
"Central Europe and the Baltics",2009,,,74.9318257
"Central Europe and the Baltics",2010,,,75.29534873
"Central Europe and the Baltics",2011,,,75.9369075
"Central Europe and the Baltics",2012,,,76.02213084
"Central Europe and the Baltics",2013,,,76.12758273
Chad,1960,TCD,,38.01612195
Chad,1961,TCD,,38.27343902
Chad,1962,TCD,,38.52885366
Chad,1963,TCD,,38.78585366
Chad,1964,TCD,,39.04987805
Chad,1965,TCD,,39.33326829
Chad,1966,TCD,,39.65139024
Chad,1967,TCD,,40.01114634
Chad,1968,TCD,,40.4124878
Chad,1969,TCD,,40.84843902
Chad,1970,TCD,,41.30512195
Chad,1971,TCD,,41.76221951
Chad,1972,TCD,,42.20090244
Chad,1973,TCD,,42.60578049
Chad,1974,TCD,,42.97034146
Chad,1975,TCD,,43.295
Chad,1976,TCD,,43.58809756
Chad,1977,TCD,,43.86343902
Chad,1978,TCD,,44.13290244
Chad,1979,TCD,,44.40002439
Chad,1980,TCD,,44.66682927
Chad,1981,TCD,,44.93497561
Chad,1982,TCD,,45.19712195
Chad,1983,TCD,,45.44690244
Chad,1984,TCD,,45.67982927
Chad,1985,TCD,,45.88587805
Chad,1986,TCD,,46.05495122
Chad,1987,TCD,,46.18343902
Chad,1988,TCD,,46.27178049
Chad,1989,TCD,,46.32397561
Chad,1990,TCD,,46.34858537
Chad,1991,TCD,,46.35668293
Chad,1992,TCD,,46.36039024
Chad,1993,TCD,,46.37126829
Chad,1994,TCD,,46.39587805
Chad,1995,TCD,44.07942222,46.43329268
Chad,1996,TCD,42.17107343,46.47753659
Chad,1997,TCD,44.23444163,46.52207317
Chad,1998,TCD,45.10707014,46.56682927
Chad,1999,TCD,47.54431551,46.61773171
Chad,2000,TCD,49.71410306,46.68717073
Chad,2001,TCD,52.47795249,46.78702439
Chad,2002,TCD,73.94254233,46.92970732
Chad,2003,TCD,60.08732342,47.12314634
Chad,2004,TCD,76.81083853,47.36978049
Chad,2005,TCD,67.91723276,47.67156098
Chad,2006,TCD,65.18059282,48.028
Chad,2007,TCD,60.80467731,48.42717073
Chad,2008,TCD,54.26633231,48.85717073
Chad,2009,TCD,59.4937406,49.30753659
Chad,2010,TCD,63.84772038,49.76985366
Chad,2011,TCD,73.85852309,50.23619512
Chad,2012,TCD,72.95151272,50.70058537
Chad,2013,TCD,74.00846607,51.15907317
"Channel Islands",1960,OWID_CIS,,70.63978049
"Channel Islands",1961,OWID_CIS,,70.73441463
"Channel Islands",1962,OWID_CIS,,70.83009756
"Channel Islands",1963,OWID_CIS,,70.93331707
"Channel Islands",1964,OWID_CIS,,71.04758537
"Channel Islands",1965,OWID_CIS,,71.17192683
"Channel Islands",1966,OWID_CIS,,71.29934146
"Channel Islands",1967,OWID_CIS,,71.42185366
"Channel Islands",1968,OWID_CIS,,71.53597561
"Channel Islands",1969,OWID_CIS,,71.64070732
"Channel Islands",1970,OWID_CIS,,71.73904878
"Channel Islands",1971,OWID_CIS,,71.836
"Channel Islands",1972,OWID_CIS,,71.93804878
"Channel Islands",1973,OWID_CIS,,72.05017073
"Channel Islands",1974,OWID_CIS,,72.17736585
"Channel Islands",1975,OWID_CIS,,72.32460976
"Channel Islands",1976,OWID_CIS,,72.49390244
"Channel Islands",1977,OWID_CIS,,72.6852439
"Channel Islands",1978,OWID_CIS,,72.89312195
"Channel Islands",1979,OWID_CIS,,73.11602439
"Channel Islands",1980,OWID_CIS,,73.34495122
"Channel Islands",1981,OWID_CIS,,73.57392683
"Channel Islands",1982,OWID_CIS,,73.79592683
"Channel Islands",1983,OWID_CIS,,74.00646341
"Channel Islands",1984,OWID_CIS,,74.20653659
"Channel Islands",1985,OWID_CIS,,74.39812195
"Channel Islands",1986,OWID_CIS,,74.58773171
"Channel Islands",1987,OWID_CIS,,74.78182927
"Channel Islands",1988,OWID_CIS,,74.98546341
"Channel Islands",1989,OWID_CIS,,75.19858537
"Channel Islands",1990,OWID_CIS,,75.4182439
"Channel Islands",1991,OWID_CIS,,75.63692683
"Channel Islands",1992,OWID_CIS,,75.84968293
"Channel Islands",1993,OWID_CIS,,76.053
"Channel Islands",1994,OWID_CIS,,76.24739024
"Channel Islands",1995,OWID_CIS,,76.43734146
"Channel Islands",1996,OWID_CIS,,76.62990244
"Channel Islands",1997,OWID_CIS,,76.83153659
"Channel Islands",1998,OWID_CIS,,77.04721951
"Channel Islands",1999,OWID_CIS,,77.27792683
"Channel Islands",2000,OWID_CIS,,77.52460976
"Channel Islands",2001,OWID_CIS,,77.78521951
"Channel Islands",2002,OWID_CIS,,78.0532439
"Channel Islands",2003,OWID_CIS,,78.32314634
"Channel Islands",2004,OWID_CIS,,78.58843902
"Channel Islands",2005,OWID_CIS,,78.84312195
"Channel Islands",2006,OWID_CIS,,79.08021951
"Channel Islands",2007,OWID_CIS,,79.29726829
"Channel Islands",2008,OWID_CIS,,79.49482927
"Channel Islands",2009,OWID_CIS,,79.67139024
"Channel Islands",2010,OWID_CIS,,79.8314878
"Channel Islands",2011,OWID_CIS,,79.97863415
"Channel Islands",2012,OWID_CIS,,80.11982927
"Channel Islands",2013,OWID_CIS,,80.25953659
Chile,1960,CHL,,57.02153659
Chile,1961,CHL,,57.40868293
Chile,1962,CHL,,57.8245122
Chile,1963,CHL,,58.2695122
Chile,1964,CHL,,58.74370732
Chile,1965,CHL,,59.24407317
Chile,1966,CHL,,59.76512195
Chile,1967,CHL,,60.30331707
Chile,1968,CHL,,60.85560976
Chile,1969,CHL,,61.421
Chile,1970,CHL,,62.00443902
Chile,1971,CHL,,62.61236585
Chile,1972,CHL,,63.24778049
Chile,1973,CHL,,63.91314634
Chile,1974,CHL,,64.605
Chile,1975,CHL,,65.32280488
Chile,1976,CHL,,66.06556098
Chile,1977,CHL,,66.82380488
Chile,1978,CHL,,67.58458537
Chile,1979,CHL,,68.33546341
Chile,1980,CHL,,69.0555122
Chile,1981,CHL,,69.72834146
Chile,1982,CHL,,70.3434878
Chile,1983,CHL,,70.89643902
Chile,1984,CHL,,71.38670732
Chile,1985,CHL,,71.8182439
Chile,1986,CHL,,72.2025122
Chile,1987,CHL,,72.55587805
Chile,1988,CHL,,72.8932439
Chile,1989,CHL,,73.22253659
Chile,1990,CHL,,73.54514634
Chile,1991,CHL,,73.85797561
Chile,1992,CHL,,74.15502439
Chile,1993,CHL,,74.43678049
Chile,1994,CHL,,74.70929268
Chile,1995,CHL,460.4011738,74.98660976
Chile,1996,CHL,532.9861326,75.28680488
Chile,1997,CHL,592.2991287,75.6175122
Chile,1998,CHL,651.7284765,75.97926829
Chile,1999,CHL,658.2308684,76.36612195
Chile,2000,CHL,688.2321048,76.75856098
Chile,2001,CHL,765.8621114,77.13104878
Chile,2002,CHL,774.4289146,77.4615122
Chile,2003,CHL,795.0556793,77.73792683
Chile,2004,CHL,817.6440208,77.95980488
Chile,2005,CHL,855.714978,78.13721951
Chile,2006,CHL,969.671677,78.2897561
Chile,2007,CHL,1077.207654,78.44297561
Chile,2008,CHL,1139.645884,78.61741463
Chile,2009,CHL,1207.581092,78.81858537
Chile,2010,CHL,1308.901883,79.05046341
